Key	Type	Desc	English	Swedish
Items/AmoebaGiantSegment	Text		Colossal Amoeba	TODO
Items/AmoebaWormSegment	Text		Sulfur Worm	TODO
Items/AnchorAxe	Text		Anchor Axe	TODO
Items/AnchorAxeDesc	Text		This heavy weapon is actually just a ship anchor. Hits very hard and can throw enemies off.	TODO
Items/AncientCoin	Text		Ancient Coin	TODO
Items/AncientCoinDesc	Text		Valuable ancient coin, currency of the underground.	TODO
Items/AncientDestructible	Text		Ancient Crate	TODO
Items/AncientDestructibleDesc	Text		A mysteriously glowing container holding ancient goods.	TODO
Items/AncientFeather	Text		Ancient Feather	TODO
Items/AncientFeatherDesc	Text		An unusual feather left by something big.	TODO
Items/AncientFishingHook	Text		Ancient Fishing Hook	TODO
Items/AncientFishingHookDesc	Text		A very old design for a fishing hook that is not used anymore.	TODO
Items/AncientForge	Text		Ancient Forge	TODO
Items/AncientFountain	Text		Ancient Fountain	TODO
Items/AncientFountainDesc	Text		Only those with secret knowledge know where to find this fountain. It is powered by an ammonite fossil that crystalized through the presence of ancient gemstones.	TODO
Items/AncientGemNecklace	Text		Ancient Gem Necklace	TODO
Items/AncientGemNecklaceDesc	Text		A necklace crafted with only using ancient gemstones as well as a super rare white version.	TODO
Items/AncientGemPlate	Text		Ancient Gem Plate	TODO
Items/AncientGemPlateDesc	Text		This shimmering plate has intricate engravings, it looks like a key to something.	TODO
Items/AncientGemRing	Text		Ancient Gem Ring	TODO
Items/AncientGemRingDesc	Text		This mysterious ring is entirely made out of ancient gemstones, featuring a super rare white one.	TODO
Items/AncientGemstone	Text		Ancient Gemstone	TODO
Items/AncientGemstoneBreastArmor	Text		Gemstone Garment	TODO
Items/AncientGemstoneBreastArmorDesc	Text		This noble robe covers the body in a cascading, silk-like fabric. The woven in ancient gemstone enhance spiritual capabilities.	TODO
Items/AncientGemstoneDesc	Text		Strange, blue gemstone emitting waves of energy.	TODO
Items/AncientGemstonePantsArmor	Text		Gemstone Harem Pants	TODO
Items/AncientGemstonePantsArmorDesc	Text		A set of pants that feels very comfortable to wear. Rooting you in the here and now, you can feel your mental focus increasing.	TODO
Items/AncientGoldenCoin	Text		Ancient Golden Coin	TODO
Items/AncientGoldenCoinDesc	Text		This coin cast in gold seems to be a much older currency than the common ancient coins. It's also worth a whole lot more.	TODO
Items/AncientGolem	Text		Core Sentry	TODO
Items/AncientGuardianNecklace	Text		Ancient Guardian Necklace	TODO
Items/AncientGuardianNecklaceDesc	Text		A truly powerful relic of the past, made for fending off the strongest of foes.	TODO
Items/AncientGuardianRing	Text		Ancient Guardian Ring	TODO
Items/AncientGuardianRingDesc	Text		A relic that is made in the same way as the Ancient Guardian Necklace, made for fending off the strongest of foes.	TODO
Items/AncientHologramPod	Text		Ancient Hologram Pod	TODO
Items/AncientHologramPodDesc	Text		A strange device that materializes spirits of the past.	TODO
Items/AncientMakeupSet	Text		Ancient Makeup Set	TODO
Items/AncientMakeupSetDesc	Text		A small wooden box containing all kinds of brushes, pastes and powders that have been used for makeup.	TODO
Items/AncientMiningPick	Text		Ancient Pickaxe	TODO
Items/AncientMiningPickDesc	Text		Great architects of the lost civilization must have used this to take down almost any wall in their way.	TODO
Items/AncientSpear	Text		Prehistoric Crystal Spear	TODO
Items/AncientSpearDesc	Text		One of the first weapons ever made by mankind, but this one has an ancient gemstone in place of a normal spearhead.	TODO
Items/AncientWire	Text		Ancient Wire	TODO
Items/AngleFish	Text		Beryll Angle Fish	TODO
Items/AngleFishDesc	Text		This moon-blue fish seemed to have had a normal body once, but the water of the Shimmering Frontier corrupted it to be crystalline through and through.	TODO
Items/AnniversaryCake	Text		Anniversary Cake	TODO
Items/AnniversaryCakeDesc	Text		Drenched in blue glaze and stuck with candles, this glow tulip chocolate cake marks a special anniversary.	TODO
Items/AnniversaryPartyHatBlue	Text		Blue Party Hat	TODO
Items/AnniversaryPartyHatBlueDesc	Text		This blazing blue party hat can be worn to celebrate a special anniversary.	TODO
Items/AnniversaryPartyHatGreen	Text		Green Party Hat	TODO
Items/AnniversaryPartyHatGreenDesc	Text		This groovy green party hat can be worn to celebrate a special anniversary.	TODO
Items/AnniversaryPartyHatPurple	Text		Purple Party Hat	TODO
Items/AnniversaryPartyHatPurpleDesc	Text		This perky purple party hat can be worn to celebrate a special anniversary.	TODO
Items/AnniversaryPartyHatRed	Text		Red Party Hat	TODO
Items/AnniversaryPartyHatRedDesc	Text		This radical red party hat can be worn to celebrate a special anniversary.	TODO
Items/AntiqueBoardGame	Text		Antique Board Game	TODO
Items/AntiqueBoardGameDesc	Text		An ancient game for two players, there is no rulebook but apparently it was about shifting blocks around.	TODO
Items/ApprenticeBreastArmor	Text		Apprentice Robe	TODO
Items/ApprenticeBreastArmorDesc	Text		A plain robe worn by mages in training.	TODO
Items/ApprenticeHelm	Text		Apprentice Hat	TODO
Items/ApprenticeHelmDesc	Text		A humble wizard's hat.	TODO
Items/ApprenticePantsArmor	Text		Apprentice Pants	TODO
Items/ApprenticePantsArmorDesc	Text		Comfortable and breezy pants that aid in focus.	TODO
Items/ArcaneMonkBreastArmor	Text		Arcane Monk Cloak	TODO
Items/ArcaneMonkBreastArmorDesc	Text		A cloak with particular magical patterns woven in.	TODO
Items/ArcaneMonkHelm	Text		Arcane Monk Blindfold	TODO
Items/ArcaneMonkHelmDesc	Text		The magic energies around you let you see just as clearly as with your eyes.	TODO
Items/ArcaneMonkPantsArmor	Text		Arcane Monk Leggings	TODO
Items/ArcaneMonkPantsArmorDesc	Text		Both sturdy and light, these pants won't get in the way while casting spells.	TODO
Items/ArcaneStaff	Text		Arcane Staff	TODO
Items/ArcaneStaffDesc	Text		Unleash a torrent of arcane energies.	TODO
Items/ArcheologyHelm	Text		Explorer's Hat	TODO
Items/ArcheologyHelmDesc	Text		A hat that's made to go adventuring. Never falls off, even when a giant boulder is chasing behind.	TODO
Items/ArcheologyPants	Text		Explorer's Pants	TODO
Items/ArcheologyPantsDesc	Text		A good pair of pants that is made for traveling long distances and sneaking past ancient traps.	TODO
Items/ArcheologyShirt	Text		Explorer's Jacket	TODO
Items/ArcheologyShirtDesc	Text		A leather jacket that's almost too warm to wear on adventures, but it looks cool!	TODO
Items/AssassinBreastArmor	Text		Assassin Cloak	TODO
Items/AssassinBreastArmorDesc	Text		This multi-layered piece of fabric is tightly woven to keep the body cool and protect from coarse, grainy sand.	TODO
Items/AssassinHelm	Text		Assassin Hood	TODO
Items/AssassinHelmDesc	Text		A mysterious hood for true desert dwellers that keeps the face in shade.	TODO
Items/AstralJelly	Text		Astral Jelly	TODO
Items/AstralJellyDesc	Text		Extremely rare type of jellyfish. It almost feels out of this world.	TODO
Items/AtlantianWormChest	Text		Atlantean Worm Chest	TODO
Items/AtlantianWormChestDesc	Text		A large chest resembling the slithering giant in the Sunken Sea. Once having been part of this monstrosity allows it to float on the surface of water.	TODO
Items/AtlantianWormHeart	Text		Atlantean Worm Heart	TODO
Items/AtlantianWormHeartDesc	Text		This is but one of the many hundred hearts of the Atlantean Worm that give it the strength to hurl its gigantic body through the water. Therefore it brims with vitality that you can now call your own.	TODO
Items/AtlantianWormHelm	Text		Atlantean Worm Helmet	TODO
Items/AtlantianWormHelmDesc	Text		A fierce looking helm that resembles the head of the Atlantean Worm. How it came to be is a mystery.	TODO
Items/AtlantianWormNecklace	Text		Atlantean Worm Necklace	TODO
Items/AtlantianWormNecklaceDesc	Text		This organic necklace looks like a miniature version of the Atlantean Worm. Maybe it is a juvenile that would grow to become as large as its origin.	TODO
Items/AtlantianWormRing	Text		Atlantean Worm Ring	TODO
Items/AtlantianWormRingDesc	Text		An organic ring that looks like one of the segments of the Atlantean Worm. It must have grown inside its body as an anomaly.	TODO
Items/AtlantianWormSword	Text		Atlantean Worm Sword	TODO
Items/AtlantianWormSwordDesc	Text		A dislodged, razorsharp mandible of the Atlantean Worm. The maker of the deep sea.	TODO
Items/AtlantianWormTrophy	Text		Atlantean Worm Figurine	TODO
Items/AtlantianWormTrophyDesc	Text		A lifelike representation of the Atlantean Worm.	TODO
Items/AutomationTable	Text		Automation Table	TODO
Items/AutomationTableDesc	Text		Workbench for creating complex machines.	TODO
Items/AzeosBeakNecklace	Text		Azeos Beak Necklace	TODO
Items/AzeosBeakNecklaceDesc	Text		Forged from a piece of the sky titan's beak.	TODO
Items/AzeosFeatherFan	Text		Azeos Feather Fan	TODO
Items/AzeosFeatherFanDesc	Text		A beautiful fan created in honor of Azeos that appears to create wind without swinging it. A gift worthy of a queen.	TODO
Items/AzeosSwiftFeather	Text		Azeos' Dash Feather	TODO
Items/AzeosSwiftFeatherDesc	Text		A colorful talon feather from Azeos, the Sky Titan. By holding it you can dash at a high speed.	TODO
Items/AzeosTrophy	Text		Azeos Figurine	TODO
Items/AzeosTrophyDesc	Text		A lifelike representation of Azeos the Sky Titan.	TODO
Items/AzureFeatherFish	Text		Azure Feather Fish	TODO
Items/AzureFeatherFishDesc	Text		A beautiful blue fish with scales that look like feathers.	TODO
Items/BagOfMarbles	Text		Bag of Marbles	TODO
Items/BagOfMarblesDesc	Text		A small bag holding multiple colored marbles made from glass and cheap gemstones. They have probably been used for child's games.	TODO
Items/BaitFishBitesFaster	Text		Spicy Bait	TODO
Items/BaitFishBitesFasterAndIncreasedChanceToGetFish	Text		Green Bait	TODO
Items/BaitFishBitesFasterAndIncreasedChanceToGetFishDesc	Text		A pointy bait that can stick to fish from the outside to catch more and catch them faster.	TODO
Items/BaitFishBitesFasterAndStartsCloserToBeReeledIn	Text		Red Bait	TODO
Items/BaitFishBitesFasterAndStartsCloserToBeReeledInDesc	Text		A wiggly bait that looks like a red worm, large enough to allow more than one fish to get caught sometimes.	TODO
Items/BaitFishBitesFasterDesc	Text		A well-seasoned type of bait that attracts fish more quickly.	TODO
Items/BaitFishStartsCloserToBeReeledIn	Text		Sticky Bait	TODO
Items/BaitFishStartsCloserToBeReeledInDesc	Text		An icky type of bait that may stick on to fish that didn't even bite.	TODO
Items/BaitIncreaseChanceOfHigherRarityFish	Text		Purple Bait	TODO
Items/BaitIncreaseChanceOfHigherRarityFishDesc	Text		A shimmering bait that catches the eye of more rare fish.	TODO
Items/BaitIncreasedChanceToGetFish	Text		Sweet Bait	TODO
Items/BaitIncreasedChanceToGetFishDesc	Text		A sugary type of bait that increases the chance of catching fish instead of loot.	TODO
Items/BaitIncreasedChanceToGetFishLoot	Text		Glowing Bait	TODO
Items/BaitIncreasedChanceToGetFishLootDesc	Text		A luminous type of bait that increases the chance of pulling up loot.	TODO
Items/BaitOctopusBoss	Text		Expert Lure	TODO
Items/BaitOctopusBossDesc	Text		This lure consists of multiple edible and magical components, attracting the one big catch that lingers in deep waters. Is consumed on successful use.	TODO
Items/BaitOnAPole	Text		Bait Pillar	TODO
Items/BaitOnAPoleDesc	Text		Quite literally a crystal pillar with bait fixed to its top. Placing it in the waters of the Sunken Sea will make the true terror of the deep aware of your presence if close enough.	TODO
Items/BalloonSpore	Text		Balloon Spore	TODO
Items/BalloonSporeDesc	Text		A fluffy giant spore. It's non-toxic but also not very useful.	TODO
Items/BasicStaff	Text		Simple Staff	TODO
Items/BasicStaffDesc	Text		Commonly used by apprentice mages.	TODO
Items/BattleAxe	Text		Battle Axe	TODO
Items/BattleAxeDesc	Text		A menacing weapon that swings wide and hits hard.	TODO
Items/Bed	Text		Bed	TODO
Items/BedDesc	Text		A place to sleep. Also allows friendly inhabitants to move in if placed in a room to their liking.	TODO
Items/BentFork	Text		Bent Fork	TODO
Items/BentForkDesc	Text		A simple fork that has seen too much use.	TODO
Items/BigFloorTileCaveling	Text		Stone tile 'Cavelings'	TODO
Items/BigFloorTileCavelingDesc	Text		A giant stone tile decorated with a deep blue glass. It depicts a gathering of cavelings.	TODO
Items/BigFloorTileGemstone	Text		Stone tile 'Gemstone'	TODO
Items/BigFloorTileGemstoneDesc	Text		A giant stone tile decorated with a deep blue glass. It depicts a glowing gemstone.	TODO
Items/BigFloorTileScholar	Text		Stone tile 'Scholar'	TODO
Items/BigFloorTileScholarDesc	Text		A giant stone tile decorated with a deep blue glass. It depicts a robed caveling.	TODO
Items/BigJungleTree	Text		Paradise Tree	TODO
Items/BigJungleTreeDesc	Text		A giant jungle tree that seems to have grown from the essence of life itself. A must have decoration.	TODO
Items/BigLarva	Text		Big Larva	TODO
Items/BigLarvaTrophy	Text		Big Larva Figurine	TODO
Items/BigLarvaTrophyDesc	Text		A lifelike representation of a Big Larva.	TODO
Items/BigLarvaVampireTrophy	Text		Big Dracularva Figurine	TODO
Items/BigLarvaVampireTrophyDesc	Text		A lifelike representation of a Big Dracularva.	TODO
Items/BikiniBreastArmorBlue	Text		Blue Bikini Top	TODO
Items/BikiniBreastArmorBlueDesc	Text		A blue swim suit piece that keeps everything in its place. Everyone knows the most revealing armor is the most protective.	TODO
Items/BikiniBreastArmorGreen	Text		Green Bikini Top	TODO
Items/BikiniBreastArmorGreenDesc	Text		A green swim suit piece that keeps everything in its place. Everyone knows the most revealing armor is the most protective.	TODO
Items/BikiniBreastArmorRed	Text		Red Bikini Top	TODO
Items/BikiniBreastArmorRedDesc	Text		A red swim suit piece that keeps everything in its place. Everyone knows the most revealing armor is the most protective.	TODO
Items/BikiniPantsArmorBlue	Text		Blue Bikini Bottom	TODO
Items/BikiniPantsArmorBlueDesc	Text		A blue underwear piece that goes well with its top part. Get rid of unnecessary clothing and run free in the sun!	TODO
Items/BikiniPantsArmorGreen	Text		Green Bikini Bottom	TODO
Items/BikiniPantsArmorGreenDesc	Text		A green underwear piece that goes well with its top part. Get rid of unnecessary clothing and run free in the sun!	TODO
Items/BikiniPantsArmorRed	Text		Red Bikini Bottom	TODO
Items/BikiniPantsArmorRedDesc	Text		A red underwear piece that goes well with its top part. Get rid of unnecessary clothing and run free in the sun!	TODO
Items/BindingString	Text		Thread of Fate	TODO
Items/BindingStringDesc	Text		A mysterious string woven from fine filaments. It can be used to bind a set of cards together.	TODO
Items/BirdBossScanner	Text		Azeos the Sky Titan Scanner	TODO
Items/BirdBossScannerDesc	Text		Scans the world for Azeos the Sky Titan. Consumed on successful scan.	TODO
Items/BlackBubblePearl	Text		Black Bubble Pearl	TODO
Items/BlackBubblePearlDesc	Text		A black variant of the bubble pearl, from certain angles it appears golden.	TODO
Items/BlackDesertDiamond	Text		Black Desert Diamond	TODO
Items/BlackDesertDiamondDesc	Text		The black variant of a desert diamond that is highly sought after by miners. It seems to invert reflected light and cast it back as shadows.	TODO
Items/BlackNecklace	Text		Black Necklace	TODO
Items/BlackNecklaceDesc	Text		A necklace made from pitch-black metal that leaves dark smudges on your neck.	TODO
Items/BlackRing	Text		Black Ring	TODO
Items/BlackRingDesc	Text		A ring made from pitch-black metal, darkened by the constant presence of immense heat.	TODO
Items/BlackSteelUrchin	Text		Black Steel Urchin	TODO
Items/BlackSteelUrchinDesc	Text		A rare sea critter with spikes as hard as steel.	TODO
Items/BloatOat	Text		Bloat Oat	TODO
Items/BloatOatDesc	Text		A handful of healthy cereal that fills you up and gives you energy.	TODO
Items/BloatOatRare	Text		Golden Bloat Oat	TODO
Items/BloatOatRareDesc	Text		A very rare variant of the common bloat oat.	TODO
Items/BloatOatSeed	Text		Bloat Oat Seed	TODO
Items/BloatOatSeedDesc	Text		Grows into a filling crop when planted.	TODO
Items/BlobRosaryNecklace	Text		Blob Rosary Necklace	TODO
Items/BlobRosaryNecklaceDesc	Text		Sticky necklace infused with energy made for an unknown purpose.	TODO
Items/BloodSkull	Text		Blood Skull	TODO
Items/BloodSkullDesc	Text		The crimson remains of someone meeting a terrible fate.	TODO
Items/Blowpipe	Text		Blowpipe	TODO
Items/BlowpipeDesc	Text		A simple weapon loaded with poisonous darts.	TODO
Items/BlueCaveGuppy	Text		Blue Cave Guppy	TODO
Items/BlueCaveGuppyDesc	Text		Small, blue fish home to the dirt cave lakes.	TODO
Items/BlueFireFly	Text		Blue Glowbug	TODO
Items/BlueFireFlyDesc	Text		This flying bug always appears in swarms which appear as dancing lights. Its blue glow is biome-specific.	TODO
Items/BlueGlassKalimba	Text		Blue Glass Kalimba	TODO
Items/BlueGlassKalimbaDesc	Text		A delicate instrument that has multiple fractures across its surface, rendering it unusable. There is a signature reading 'Woopsiee', that has been carved into the glass.	TODO
Items/BlueGlassShard	Text		Blue Glass Shard	TODO
Items/BlueGlassShardDesc	Text		A piece of deep blue glass, it appears to be a fusion of molten sand and ancient gemstones.	TODO
Items/BlueKelp	Text		Blue Kelp	TODO
Items/BlueKelpDesc	Text		A blue lump of marine plants.	TODO
Items/BlueSlimeTrophy	Text		Blue Slime Figurine	TODO
Items/BlueSlimeTrophyDesc	Text		A lifelike representation of a slippery Blue Slime.	TODO
Items/Boat	Text		Boat	TODO
Items/BoatDesc	Text		Allows travelling over water.	TODO
Items/BoatWorkbench	Text		Boat Workbench	TODO
Items/BoatWorkbenchDesc	Text		This wide workstation allows the construction of different boats. Ahoy!	TODO
Items/Bomb	Text		Bomb	TODO
Items/BombDesc	Text		A stronger explosive for crowd control and facing giant enemies.	TODO
Items/BombPepper	Text		Bomb Pepper	TODO
Items/BombPepperDesc	Text		A fierce vegetable for spicing up foods.	TODO
Items/BombPepperRare	Text		Golden Bomb Pepper	TODO
Items/BombPepperRareDesc	Text		A very rare variant of the common bomb pepper.	TODO
Items/BombPepperSeed	Text		Bomb Pepper Seed	TODO
Items/BombPepperSeedDesc	Text		Grows into a spicy vegetable when planted.	TODO
Items/BombRing	Text		Bomb Ring	TODO
Items/BombRingDesc	Text		A ring crowned with a little bomb idol. Handling explosives while wearing it results in an even stronger blast.	TODO
Items/BombScarab	Text		Bomb Scarab	TODO
Items/BombScarabTrophy	Text		Bomb Scarab Figurine	TODO
Items/BombScarabTrophyDesc	Text		A lifelike representation of a Bomb Scarab.	TODO
Items/BoneCreole	Text		Bone Creole	TODO
Items/BoneCreoleDesc	Text		A crude piece of jewelry carved from bone.	TODO
Items/BoneNecklace	Text		Bone Necklace	TODO
Items/BoneNecklaceDesc	Text		A primitive piece of jewelry made from small bones. Early humans have also made these for many different reasons.	TODO
Items/BoneRing	Text		Bone Ring	TODO
Items/BoneRingDesc	Text		A prehistoric, crude ring made from bone. Rings like these have been discovered in early human graves.	TODO
Items/BossChest	Text		Titan's Chest	TODO
Items/BossChestDesc	Text		A large, ancient chest crested with gemstones.	TODO
Items/BottomTracer	Text		Bottom Tracer	TODO
Items/BottomTracerDesc	Text		A bright yellow fish with long barbels that it drags along the sea floor in search for food.	TODO
Items/BoundaryRing	Text		Boundary Ring	TODO
Items/BoundaryRingDesc	Text		A simple ring that forms a magical veil.	TODO
Items/BoxOfChocolates	Text		Box of Chocolates	TODO
Items/BoxOfChocolatesDesc	Text		These chocolates come in a nice gift box and are mouth and heart melting.	TODO
