Key	Type	Desc	English	Swedish
Items/ApprenticeHelm	Text		Apprentice Hat	
Items/ApprenticeHelmDesc	Text		A humble wizard's hat.	
Items/ApprenticePantsArmor	Text		Apprentice Pants	
Items/ApprenticePantsArmorDesc	Text		Comfortable and breezy pants that aid in focus.	
Items/ArcaneMonkBreastArmor	Text		Arcane Monk Cloak	
Items/ArcaneMonkBreastArmorDesc	Text		A cloak with particular magical patterns woven in.	
Items/ArcaneMonkHelm	Text		Arcane Monk Blindfold	
Items/ArcaneMonkHelmDesc	Text		The magic energies around you let you see just as clearly as with your eyes.	
Items/ArcaneMonkPantsArmor	Text		Arcane Monk Leggings	
Items/ArcaneMonkPantsArmorDesc	Text		Both sturdy and light, these pants won't get in the way while casting spells.	
Items/ArcaneStaff	Text		Arcane Staff	
Items/ArcaneStaffDesc	Text		Unleash a torrent of arcane energies.	
Items/ArcheologyHelm	Text		Explorer's Hat	
Items/ArcheologyHelmDesc	Text		A hat that's made to go adventuring. Never falls off, even when a giant boulder is chasing behind.	
Items/ArcheologyPants	Text		Explorer's Pants	
Items/ArcheologyPantsDesc	Text		A good pair of pants that is made for traveling long distances and sneaking past ancient traps.	
Items/ArcheologyShirt	Text		Explorer's Jacket	
Items/ArcheologyShirtDesc	Text		A leather jacket that's almost too warm to wear on adventures, but it looks cool!	
Items/AssassinBreastArmor	Text		Assassin Cloak	
Items/AssassinBreastArmorDesc	Text		This multi-layered piece of fabric is tightly woven to keep the body cool and protect from coarse, grainy sand.	
Items/AssassinHelm	Text		Assassin Hood	
Items/AssassinHelmDesc	Text		A mysterious hood for true desert dwellers that keeps the face in shade.	
Items/AstralJelly	Text		Astral Jelly	
Items/AstralJellyDesc	Text		Extremely rare type of jellyfish. It almost feels out of this world.	
Items/AtlantianWormChest	Text		Atlantean Worm Chest	
Items/AtlantianWormChestDesc	Text		A large chest resembling the slithering giant in the Sunken Sea. Once having been part of this monstrosity allows it to float on the surface of water.	
Items/AtlantianWormHeart	Text		Atlantean Worm Heart	
Items/AtlantianWormHeartDesc	Text		This is but one of the many hundred hearts of the Atlantean Worm that give it the strength to hurl its gigantic body through the water. Therefore it brims with vitality that you can now call your own.	
Items/AtlantianWormHelm	Text		Atlantean Worm Helmet	
Items/AtlantianWormHelmDesc	Text		A fierce looking helm that resembles the head of the Atlantean Worm. How it came to be is a mystery.	
Items/AtlantianWormNecklace	Text		Atlantean Worm Necklace	
Items/AtlantianWormNecklaceDesc	Text		This organic necklace looks like a miniature version of the Atlantean Worm. Maybe it is a juvenile that would grow to become as large as its origin.	
Items/AtlantianWormRing	Text		Atlantean Worm Ring	
Items/AtlantianWormRingDesc	Text		An organic ring that looks like one of the segments of the Atlantean Worm. It must have grown inside its body as an anomaly.	
Items/AtlantianWormSword	Text		Atlantean Worm Sword	
Items/AtlantianWormSwordDesc	Text		A dislodged, razorsharp mandible of the Atlantean Worm. The maker of the deep sea.	
Items/AtlantianWormTrophy	Text		Atlantean Worm Figurine	
Items/AtlantianWormTrophyDesc	Text		A lifelike representation of the Atlantean Worm.	
Items/AutomationTable	Text		Automation Table	
Items/AutomationTableDesc	Text		Workbench for creating complex machines.	
Items/AzeosBeakNecklace	Text		Azeos Beak Necklace	
Items/AzeosBeakNecklaceDesc	Text		Forged from a piece of the sky titan's beak.	
Items/AzeosFeatherFan	Text		Azeos Feather Fan	
Items/AzeosFeatherFanDesc	Text		A beautiful fan created in honor of Azeos that appears to create wind without swinging it. A gift worthy of a queen.	
Items/AzeosSwiftFeather	Text		Azeos' Dash Feather	
Items/AzeosSwiftFeatherDesc	Text		A colorful talon feather from Azeos, the Sky Titan. By holding it you can dash at a high speed.	
Items/AzeosTrophy	Text		Azeos Figurine	
Items/AzeosTrophyDesc	Text		A lifelike representation of Azeos the Sky Titan.	
Items/AzureFeatherFish	Text		Azure Feather Fish	
Items/AzureFeatherFishDesc	Text		A beautiful blue fish with scales that look like feathers.	
Items/BagOfMarbles	Text		Bag of Marbles	
Items/BagOfMarblesDesc	Text		A small bag holding multiple colored marbles made from glass and cheap gemstones. They have probably been used for child's games.	
Items/BaitFishBitesFaster	Text		Spicy Bait	
Items/BaitFishBitesFasterAndIncreasedChanceToGetFish	Text		Green Bait	
Items/BaitFishBitesFasterAndIncreasedChanceToGetFishDesc	Text		A pointy bait that can stick to fish from the outside to catch more and catch them faster.	
Items/BaitFishBitesFasterAndStartsCloserToBeReeledIn	Text		Red Bait	
Items/BaitFishBitesFasterAndStartsCloserToBeReeledInDesc	Text		A wiggly bait that looks like a red worm, large enough to allow more than one fish to get caught sometimes.	
Items/BaitFishBitesFasterDesc	Text		A well-seasoned type of bait that attracts fish more quickly.	
Items/BaitFishStartsCloserToBeReeledIn	Text		Sticky Bait	
Items/BaitFishStartsCloserToBeReeledInDesc	Text		An icky type of bait that may stick on to fish that didn't even bite.	
Items/BaitIncreaseChanceOfHigherRarityFish	Text		Purple Bait	
Items/BaitIncreaseChanceOfHigherRarityFishDesc	Text		A shimmering bait that catches the eye of more rare fish.	
Items/BaitIncreasedChanceToGetFish	Text		Sweet Bait	
Items/BaitIncreasedChanceToGetFishDesc	Text		A sugary type of bait that increases the chance of catching fish instead of loot.	
Items/BaitIncreasedChanceToGetFishLoot	Text		Glowing Bait	
Items/BaitIncreasedChanceToGetFishLootDesc	Text		A luminous type of bait that increases the chance of pulling up loot.	
Items/BaitOctopusBoss	Text		Expert Lure	
Items/BaitOctopusBossDesc	Text		This lure consists of multiple edible and magical components, attracting the one big catch that lingers in deep waters. Is consumed on successful use.	
Items/BaitOnAPole	Text		Bait Pillar	
Items/BaitOnAPoleDesc	Text		Quite literally a crystal pillar with bait fixed to its top. Placing it in the waters of the Sunken Sea will make the true terror of the deep aware of your presence if close enough.	
Items/BalloonSpore	Text		Balloon Spore	
Items/BalloonSporeDesc	Text		A fluffy giant spore. It's non-toxic but also not very useful.	
Items/BasicStaff	Text		Simple Staff	
Items/BasicStaffDesc	Text		Commonly used by apprentice mages.	
Items/BattleAxe	Text		Battle Axe	
Items/BattleAxeDesc	Text		A menacing weapon that swings wide and hits hard.	
Items/Bed	Text		Bed	
Items/BedDesc	Text		A place to sleep. Also allows friendly inhabitants to move in if placed in a room to their liking.	
Items/BentFork	Text		Bent Fork	
Items/BentForkDesc	Text		A simple fork that has seen too much use.	
Items/BigFloorTileCaveling	Text		"Stone tile ""Cavelings"""	
Items/BigFloorTileCavelingDesc	Text		A giant stone tile decorated with a deep blue glass. It depicts a gathering of cavelings.	
Items/BigFloorTileGemstone	Text		"Stone tile ""Gemstone"""	
Items/BigFloorTileGemstoneDesc	Text		A giant stone tile decorated with a deep blue glass. It depicts a glowing gemstone.	
Items/BigFloorTileScholar	Text		"Stone tile ""Scholar"""	
Items/BigFloorTileScholarDesc	Text		A giant stone tile decorated with a deep blue glass. It depicts a robed caveling.	
Items/BigJungleTree	Text		Paradise Tree	
Items/BigJungleTreeDesc	Text		A giant jungle tree that seems to have grown from the essence of life itself. A must have decoration.	
Items/BigLarva	Text		Big Larva	
Items/BigLarvaTrophy	Text		Big Larva Figurine	
Items/BigLarvaTrophyDesc	Text		A lifelike representation of a Big Larva.	
Items/BigLarvaVampireTrophy	Text		Big Dracularva Figurine	
Items/BigLarvaVampireTrophyDesc	Text		A lifelike representation of a Big Dracularva.	
Items/BikiniBreastArmorBlue	Text		Blue Bikini Top	
Items/BikiniBreastArmorBlueDesc	Text		A blue swim suit piece that keeps everything in its place. Everyone knows the most revealing armor is the most protective.	
Items/BikiniBreastArmorGreen	Text		Green Bikini Top	
Items/BikiniBreastArmorGreenDesc	Text		A green swim suit piece that keeps everything in its place. Everyone knows the most revealing armor is the most protective.	
Items/BikiniBreastArmorRed	Text		Red Bikini Top	
Items/BikiniBreastArmorRedDesc	Text		A red swim suit piece that keeps everything in its place. Everyone knows the most revealing armor is the most protective.	
Items/BikiniPantsArmorBlue	Text		Blue Bikini Bottom	
Items/BikiniPantsArmorBlueDesc	Text		A blue underwear piece that goes well with its top part. Get rid of unnecessary clothing and run free in the sun!	
Items/BikiniPantsArmorGreen	Text		Green Bikini Bottom	
Items/BikiniPantsArmorGreenDesc	Text		A green underwear piece that goes well with its top part. Get rid of unnecessary clothing and run free in the sun!	
Items/BikiniPantsArmorRed	Text		Red Bikini Bottom	
Items/BikiniPantsArmorRedDesc	Text		A red underwear piece that goes well with its top part. Get rid of unnecessary clothing and run free in the sun!	
Items/BindingString	Text		Thread of Fate	
Items/BindingStringDesc	Text		A mysterious string woven from fine filaments. It can be used to bind a set of cards together.	
Items/BirdBossScanner	Text		Azeos the Sky Titan Scanner	
Items/BirdBossScannerDesc	Text		Scans the world for Azeos the Sky Titan. Consumed on successful scan.	
Items/BlackBubblePearl	Text		Black Bubble Pearl	
Items/BlackBubblePearlDesc	Text		A black variant of the bubble pearl, from certain angles it appears golden.	
Items/BlackDesertDiamond	Text		Black Desert Diamond	
Items/BlackDesertDiamondDesc	Text		The black variant of a desert diamond that is highly sought after by miners. It seems to invert reflected light and cast it back as shadows.	
Items/BlackNecklace	Text		Black Necklace	
Items/BlackNecklaceDesc	Text		A necklace made from pitch-black metal that leaves dark smudges on your neck.	
Items/BlackRing	Text		Black Ring	
Items/BlackRingDesc	Text		A ring made from pitch-black metal, darkened by the constant presence of immense heat.	
Items/BlackSteelUrchin	Text		Black Steel Urchin	
Items/BlackSteelUrchinDesc	Text		A rare sea critter with spikes as hard as steel.	
Items/BloatOat	Text		Bloat Oat	
Items/BloatOatDesc	Text		A handful of healthy cereal that fills you up and gives you energy.	
Items/BloatOatRare	Text		Golden Bloat Oat	
Items/BloatOatRareDesc	Text		A very rare variant of the common bloat oat.	
Items/BloatOatSeed	Text		Bloat Oat Seed	
Items/BloatOatSeedDesc	Text		Grows into a filling crop when planted.	
Items/BlobRosaryNecklace	Text		Blob Rosary Necklace	
Items/BlobRosaryNecklaceDesc	Text		Sticky necklace infused with energy made for an unknown purpose.	
Items/BloodSkull	Text		Blood Skull	
Items/BloodSkullDesc	Text		The crimson remains of someone meeting a terrible fate.	
Items/Blowpipe	Text		Blowpipe	
Items/BlowpipeDesc	Text		A simple weapon loaded with poisonous darts.	
Items/BlueCaveGuppy	Text		Blue Cave Guppy	
Items/BlueCaveGuppyDesc	Text		Small, blue fish home to the dirt cave lakes.	
Items/BlueFireFly	Text		Blue Glowbug	
Items/BlueFireFlyDesc	Text		This flying bug always appears in swarms which appear as dancing lights. Its blue glow is biome-specific.	
Items/BlueGlassKalimba	Text		Blue Glass Kalimba	
Items/BlueGlassKalimbaDesc	Text		"A delicate instrument that has multiple fractures across its surface, rendering it unusable. There is a signature reading ""Woopsiee"", that has been carved into the glass."	
Items/BlueGlassShard	Text		Blue Glass Shard	
Items/BlueGlassShardDesc	Text		A piece of deep blue glass, it appears to be a fusion of molten sand and ancient gemstones.	
Items/BlueKelp	Text		Blue Kelp	
Items/BlueKelpDesc	Text		A blue lump of marine plants.	
Items/BlueSlimeTrophy	Text		Blue Slime Figurine	
Items/BlueSlimeTrophyDesc	Text		A lifelike representation of a slippery Blue Slime.	
Items/Boat	Text		Boat	
Items/BoatDesc	Text		Allows travelling over water.	
Items/BoatWorkbench	Text		Boat Workbench	
Items/BoatWorkbenchDesc	Text		This wide workstation allows the construction of different boats. Ahoy!	
Items/Bomb	Text		Bomb	
Items/BombDesc	Text		A stronger explosive for crowd control and facing giant enemies.	
Items/BombPepper	Text		Bomb Pepper	
Items/BombPepperDesc	Text		A fierce vegetable for spicing up foods.	
Items/BombPepperRare	Text		Golden Bomb Pepper	
Items/BombPepperRareDesc	Text		A very rare variant of the common bomb pepper.	
Items/BombPepperSeed	Text		Bomb Pepper Seed	
Items/BombPepperSeedDesc	Text		Grows into a spicy vegetable when planted.	
Items/BombRing	Text		Bomb Ring	
Items/BombRingDesc	Text		A ring crowned with a little bomb idol. Handling explosives while wearing it results in an even stronger blast.	
Items/BombScarab	Text		Bomb Scarab	
Items/BombScarabTrophy	Text		Bomb Scarab Figurine	
Items/BombScarabTrophyDesc	Text		A lifelike representation of a Bomb Scarab.	
Items/BoneCreole	Text		Bone Creole	
Items/BoneCreoleDesc	Text		A crude piece of jewelry carved from bone.	
Items/BoneNecklace	Text		Bone Necklace	
Items/BoneNecklaceDesc	Text		A primitive piece of jewelry made from small bones. Early humans have also made these for many different reasons.	
Items/BoneRing	Text		Bone Ring	
Items/BoneRingDesc	Text		A prehistoric, crude ring made from bone. Rings like these have been discovered in early human graves.	
Items/BossChest	Text		Titan's Chest	
Items/BossChestDesc	Text		A large, ancient chest crested with gemstones.	
Items/BottomTracer	Text		Bottom Tracer	
Items/BottomTracerDesc	Text		A bright yellow fish with long barbels that it drags along the sea floor in search for food.	
Items/BoundaryRing	Text		Boundary Ring	
Items/BoundaryRingDesc	Text		A simple ring that forms a magical veil.	
Items/BoxOfChocolates	Text		Box of Chocolates	
Items/BoxOfChocolatesDesc	Text		These chocolates come in a nice gift box and are mouth and heart melting.	
Items/BrightLavaEater	Text		Bright Lava Eater	
Items/BrightLavaEaterDesc	Text		A bright fish with fiery belly that seems to purely feed from liquid stone and the gemstones caught within.	
Items/BrokenCoreIdol	Text		Broken Core Idol	
Items/BrokenCoreIdolDesc	Text		A familiar-looking object.	
Items/BrokenCoreSentry1	Text		Broken Core Sentry	
Items/BrokenCoreSentry2	Text		Damaged Core Sentry	
Items/BrokenGourd	Text		Broken Gourd	
Items/BrokenGourdDesc	Text		A broken container made from clay. It was used to carry rations of water across the desert.	
Items/BrokenGrave	Text		Damaged Grave	
Items/BrokenGraveDesc	Text		A partially broken grave that either survived the currents of time or a quick attempt to gain treasure.	
Items/BrokenLegendarySword	Text		Broken Handle	
Items/BrokenLegendarySwordDesc	Text		A piece of an ancient weapon. Even though it's only the handle it already feels mysteriously balanced in your hand.	
Items/BrokenStonePillar	Text		Broken Stone Pillar	
Items/BrokenStonePillarDesc	Text		Unstable pillar for decoration, probably thousands of years old.	
Items/BrokenToyShip	Text		Broken Toy Ship	
Items/BrokenToyShipDesc	Text		A leaking wooden ship that is missing its sail.	
Items/BronzeBreastArmor	Text		Bronze Breastplate	
Items/BronzeBreastArmorDesc	Text		A good armor to survive battles more easily.	
Items/BronzeHelm	Text		Bronze Helm	
Items/BronzeHelmDesc	Text		This helm repels slight blows to the head.	
Items/BronzePantsArmor	Text		Bronze Pants	
Items/BronzePantsArmorDesc	Text		Some bronze for the shin.	
Items/BrownDuneTail	Text		Brown Dune Tail	
Items/BrownDuneTailDesc	Text		This brown, agile fish is able to move between water holes in the desert to change feeding grounds.	
Items/BubbleGun	Text		Bubble Gun	
Items/BubbleGunDesc	Text		A strange ranged weapon that shoots out hovering bubbles, adding slippery movement on contact.	
Items/BubblePearl	Text		Bubble Pearl	
Items/BubblePearlDesc	Text		A beautiful, iridescent pearl. It seems to be hollow.	
Items/BubblePearlNecklace	Text		Bubble Pearl Necklace	
Items/BubblePearlNecklaceDesc	Text		Natural grown jewelry made from rare bubble pearls.	
Items/Bucket	Text		Bucket	
Items/BucketDesc	Text		A bucket. The clever solution to transporting water.	
Items/BugNet	Text		Bug Net	
Items/BugNetDesc	Text		This handy tool allows you to catch tiny critters instead of accidentally stepping on them.	
Items/Burnzooka	Text		Burnzooka	
Items/BurnzookaDesc	Text		This fiery weapon was modeled after the grubzooka but enhanced with lava rock shielding to contain its power. Can blast away stone walls and anything weaker.	
Items/Bush	Text		Bush	
Items/BushDesc	Text		A stubby patch of grass to use as a decorative.	
Items/ButterflyBase	Text		Crimson Wing	
Items/ButterflyBaseDesc	Text		A small butterfly with deep red wings that seeks the company of other critters.	
Items/ButterflyCitrus	Text		Citrus Pinion	
Items/ButterflyCitrusDesc	Text		An erraticly fluttering butterfly that has bright colors irritating to the naked eye.	
Items/ButterflyDreamy	Text		Dream Messenger	
Items/ButterflyDreamyDesc	Text		Said to be a bringer of good dreams this butterfly is always seen among sleeping creatures.	
Items/ButterflyIcy	Text		Ice Wind	
Items/ButterflyIcyDesc	Text		This blue butterfly flaps its wings so fast that it creates cold air streams.	
Items/ButterflySunset	Text		Dusk Fairy	
Items/ButterflySunsetDesc	Text		A tiny butterfly with very delicate wings. Catching it without harming them requires a lot of caution.	
Items/CalcifiedBone	Text		Calcified Shell	
Items/CalcifiedBoneDesc	Text		A composite material of calcite and fossilized seashells.	
Items/Calendar	Text		Seasonal Calendar	
Items/CalendarDesc	Text		A useful calendar that will attract a shady merchant when placed in a habitable room. Depending on the season, he will put on different costumes and offer new items.	
Items/Campfire	Text		Campfire	
Items/CampfireDesc	Text		Great for huddling together, telling stories and burning marshmallows to a crisp.	
Items/Candle	Text		Candle	
Items/CandleDesc	Text		This simple decorative candle can be placed anywhere to set up a cozy atmosphere.	
Items/CandleStack	Text		Candle Stack	
Items/CandleStackDesc	Text		A set of candles for your decoration needs or the right atmosphere when summoning evil entities.	
Items/CarapaceBreastArmor	Text		Carapace Breastplate	
Items/CarapaceBreastArmorDesc	Text		An organic body armor resembling Ghorm's shell, it is heavy and feels weird on the inside.	
Items/CarapaceHelm	Text		Carapace Helm	
